PROBE_ID chr BP gene_name
ENSG00000154309.7 chr1 223101766 DISP1
ENSG00000143507.13 chr1 221874766 DUSP10
ENSG00000162909.13 chr1 223900034 CAPN2
ENSG00000143756.7 chr1 224301789 FBXO28
ENSG00000143753.8 chr1 224370873 DEGS1
ENSG00000070831.11 chr1 22379161 CDC42
ENSG00000143771.7 chr1 224544552 CNIH4
ENSG00000162923.10 chr1 224572845 WDR26
ENSG00000143498.13 chr1 222731650 TAF1A
ENSG00000186063.8 chr1 222841355 AIDA
ENSG00000157933.9 chr1 2160134 SKI
ENSG00000187554.7 chr1 223283647 TLR5
ENSG00000143514.12 chr1 223967601 TP53BP2
ENSG00000143742.8 chr1 225965531 SRP9
ENSG00000143819.8 chr1 226013055 EPHX1
ENSG00000163041.5 chr1 226250379 H3F3A
ENSG00000143748.13 chr1 224415036 NVL
ENSG00000143799.8 chr1 226548392 PARP1
ENSG00000203685.5 chr1 226736501 C1orf95
ENSG00000143772.5 chr1 226819391 ITPKB
ENSG00000143801.12 chr1 227058264 PSEN2
ENSG00000163050.11 chr1 227127989 ADCK3
ENSG00000143815.10 chr1 225589204 LBR
ENSG00000081692.8 chr1 227918890 JMJD4
ENSG00000196187.7 chr1 226033237 TMEM63A
ENSG00000143740.10 chr1 227922697 SNAP47
ENSG00000143811.12 chr1 226107578 PYCR2
ENSG00000143751.8 chr1 226170403 SDE2
ENSG00000182827.8 chr1 226332380 ACBD3
ENSG00000143761.9 chr1 228270851 ARF1
ENSG00000162910.14 chr1 228294380 MRPL55
ENSG00000143774.12 chr1 228327991 GUK1
ENSG00000198835.3 chr1 228337553 GJC2
ENSG00000183814.11 chr1 226418858 LIN9
ENSG00000116574.4 chr1 228870824 RHOU
ENSG00000184677.12 chr1 22778344 ZBTB40
ENSG00000168118.7 chr1 229406879 RAB4A
ENSG00000213029.2 chr1 229440129 SPHAR
ENSG00000154429.6 chr1 229456763 CCSAP
ENSG00000135776.4 chr1 229652329 ABCB10
ENSG00000070886.6 chr1 22890057 EPHA8
ENSG00000143793.8 chr1 228288432 C1orf35
ENSG00000173372.12 chr1 22962999 C1QA
ENSG00000159189.7 chr1 22970123 C1QC
ENSG00000143641.8 chr1 230202956 GALNT2
ENSG00000154370.9 chr1 228581377 TRIM11
ENSG00000173369.11 chr1 22979682 C1QB
ENSG00000168148.3 chr1 228612546 HIST3H3
ENSG00000181218.4 chr1 228645065 HIST3H2A
ENSG00000201321.1 chr1 228763895 RNA5S9
ENSG00000135775.8 chr1 230778238 COG2
ENSG00000119280.12 chr1 230972865 C1orf198
ENSG00000143643.8 chr1 231041989 TTC13
ENSG00000173409.9 chr1 231114795 ARV1
ENSG00000182118.5 chr1 231154704 FAM89A
ENSG00000116906.7 chr1 231376956 GNPAT
ENSG00000010072.11 chr1 231473794 SPRTN
ENSG00000069248.8 chr1 229577045 NUP133
ENSG00000135766.8 chr1 231499497 EGLN1
ENSG00000135801.5 chr1 229728868 TAF5L
ENSG00000116918.9 chr1 231664399 TSNAX
ENSG00000135763.5 chr1 229761981 URB2
ENSG00000162946.16 chr1 231762561 DISC1
ENSG00000133216.12 chr1 23037458 EPHB2
ENSG00000135778.6 chr1 233086370 NTPCR
ENSG00000143633.8 chr1 231359509 C1orf131
ENSG00000116903.6 chr1 231468480 EXOC8
ENSG00000157916.14 chr1 2323272 RER1
ENSG00000116991.6 chr1 232533714 SIPA1L2
ENSG00000168275.10 chr1 234509429 COA6
ENSG00000004487.11 chr1 23345941 KDM1A
ENSG00000173726.6 chr1 235272651 TOMM20
ENSG00000188739.10 chr1 235294499 RBM34
ENSG00000152904.7 chr1 235491753 GGPS1
ENSG00000116957.8 chr1 235530728 TBCE
ENSG00000162885.7 chr1 235613238 B3GALNT2
ENSG00000077585.9 chr1 236305832 GPR137B
ENSG00000086619.9 chr1 236378855 ERO1LB
ENSG00000059588.5 chr1 234527059 TARBP1
ENSG00000186197.8 chr1 236557578 EDARADD
ENSG00000168264.6 chr1 234740015 IRF2BP2
ENSG00000116977.14 chr1 236681565 LGALS8
ENSG00000125944.14 chr1 23636279 HNRNPR
ENSG00000116984.8 chr1 236958610 MTR
ENSG00000054267.16 chr1 235330210 ARID4B
ENSG00000125945.9 chr1 23686468 ZNF436
ENSG00000143669.9 chr1 235824350 LYST
ENSG00000116962.10 chr1 236139130 NID1
ENSG00000119285.6 chr1 236712305 HEATR1
ENSG00000204219.5 chr1 23707554 TCEA3
ENSG00000117318.8 chr1 23884409 ID3
ENSG00000007968.6 chr1 23832922 E2F2
ENSG00000142676.8 chr1 24018269 RPL11
ENSG00000011007.7 chr1 24069645 TCEB3
ENSG00000117009.7 chr1 241695434 KMO
ENSG00000057757.5 chr1 24104895 PITHD1
ENSG00000011009.6 chr1 24117460 LYPLA2
ENSG00000179163.11 chr1 24171567 FUCA1
ENSG00000117308.10 chr1 24122090 GALE
ENSG00000117305.10 chr1 24128375 HMGCL
ENSG00000054282.11 chr1 243419358 SDCCAG8
ENSG00000189266.7 chr1 24286302 PNRC2
ENSG00000091483.6 chr1 241660903 FH
ENSG00000054277.8 chr1 241756426 OPN3
ENSG00000203668.1 chr1 241792155 CHML
ENSG00000179456.9 chr1 244214585 ZBTB18
ENSG00000121644.14 chr1 244816237 DESI2
ENSG00000188529.10 chr1 24295573 SRSF10
ENSG00000203667.5 chr1 244998624 COX20
ENSG00000143702.11 chr1 243287730 CEP170
ENSG00000157881.9 chr1 2439972 PANK4
ENSG00000142677.3 chr1 24446261 IL22RA1
ENSG00000035687.9 chr1 244571796 ADSS
ENSG00000162851.6 chr1 246703862 TFB2M
ENSG00000162852.9 chr1 246729748 CNST
ENSG00000143653.9 chr1 246887349 SCCPDH
ENSG00000153187.12 chr1 245014468 HNRNPU
ENSG00000153207.10 chr1 247002400 AHCTF1
ENSG00000188295.10 chr1 247263293 ZNF669
ENSG00000162711.12 chr1 247581351 NLRP3
ENSG00000185420.14 chr1 245912642 SMYD3
ENSG00000162722.8 chr1 248020501 TRIM58
ENSG00000238243.2 chr1 248058889 OR2W3
ENSG00000198104.2 chr1 248550910 OR2T6
ENSG00000001461.12 chr1 24742284 NIPAL3
ENSG00000171161.8 chr1 249132479 ZNF672
ENSG00000197472.10 chr1 247148625 ZNF695
ENSG00000185220.7 chr1 249200395 PGBD2
ENSG00000196418.7 chr1 247319203 ZNF124
ENSG00000117602.7 chr1 24829387 RCAN3
ENSG00000133226.12 chr1 24969503 SRRM1
ENSG00000157873.13 chr1 2487805 TNFRSF14
ENSG00000175137.9 chr1 249104650 SH3BP5L
ENSG00000171163.11 chr1 249144205 ZNF692
ENSG00000169504.10 chr1 25071848 CLIC4
ENSG00000157870.10 chr1 2518214 FAM213B
ENSG00000142606.11 chr1 2522081 MMEL1
ENSG00000020633.14 chr1 25226009 RUNX3
ENSG00000117614.5 chr1 25549170 SYF2
ENSG00000183726.6 chr1 25664408 TMEM50A
ENSG00000117616.13 chr1 25568728 C1orf63
ENSG00000204178.5 chr1 25757411 TMEM57
ENSG00000157978.7 chr1 25870071 LDLRAP1
ENSG00000117643.10 chr1 25943959 MAN1C1
ENSG00000162430.12 chr1 26126684 SEPN1
ENSG00000117640.13 chr1 26146684 MTFR1L
ENSG00000182749.5 chr1 26187701 PAQR7
ENSG00000158006.9 chr1 26286258 PAFAH2
ENSG00000175087.5 chr1 26438328 PDIK1L
ENSG00000142675.13 chr1 26504000 CNKSR1
ENSG00000130695.9 chr1 26560693 CEP85
ENSG00000142669.9 chr1 26605667 SH3BGRL3
ENSG00000169442.4 chr1 26644448 CD52
ENSG00000158062.16 chr1 26608775 UBXN11
ENSG00000117682.12 chr1 26758846 DHDDS
ENSG00000198830.6 chr1 26799010 HMGN2
ENSG00000117676.9 chr1 26856258 RPS6KA1
ENSG00000117713.13 chr1 27022895 ARID1A
ENSG00000060642.6 chr1 27114486 PIGV
ENSG00000204160.6 chr1 27153201 ZDHHC18
ENSG00000142751.10 chr1 27202624 GPN2
ENSG00000198746.8 chr1 27216980 GPATCH3
ENSG00000090273.9 chr1 27248217 NUDC
ENSG00000253368.3 chr1 27320198 TRNP1
ENSG00000175707.7 chr1 27276053 C1orf172
ENSG00000090020.6 chr1 27425306 SLC9A1
ENSG00000186501.9 chr1 27648651 TMEM222
ENSG00000142765.13 chr1 27668513 SYTL1
ENSG00000142733.10 chr1 27681680 MAP3K6
ENSG00000158195.6 chr1 27730730 WASF2
ENSG00000000938.8 chr1 27939180 FGR
ENSG00000009780.11 chr1 28052490 FAM76A
ENSG00000126709.10 chr1 27992572 IFI6
ENSG00000117758.9 chr1 28099694 STX12
ENSG00000117751.13 chr1 28157289 PPP1R8
ENSG00000130775.11 chr1 28199055 THEMIS2
ENSG00000158156.7 chr1 28285973 XKR8
ENSG00000117748.5 chr1 28218035 RPA2
ENSG00000158161.11 chr1 28296858 EYA3
ENSG00000169403.7 chr1 28473677 PTAFR
ENSG00000130770.13 chr1 28562665 ATPIF1
ENSG00000126698.6 chr1 28527068 DNAJC8
ENSG00000204138.8 chr1 28696114 PHACTR4
ENSG00000180098.5 chr1 28879611 TRNAU1AP
ENSG00000120656.7 chr1 28929362 TAF12
ENSG00000242125.2 chr1 28832863 SNHG3
ENSG00000200087.1 chr1 28835071 SNORA73B
ENSG00000197989.9 chr1 28905050 SNHG12
ENSG00000162419.8 chr1 28995244 GMEB1
ENSG00000198492.10 chr1 29063271 YTHDF2
ENSG00000270103.2 chr1 28975112 RNU11
ENSG00000159023.14 chr1 29213684 EPB41
ENSG00000116350.11 chr1 29474255 SRSF4
ENSG00000162511.7 chr1 31205316 LAPTM5
ENSG00000134644.11 chr1 31404353 PUM1
ENSG00000060688.8 chr1 31732417 SNRNP40
ENSG00000121766.10 chr1 31769842 ZCCHC17
ENSG00000168528.7 chr1 31885963 SERINC2
ENSG00000162517.8 chr1 32095463 PEF1
ENSG00000121774.12 chr1 32479430 KHDRBS1
ENSG00000121775.13 chr1 32538503 TMEM39B
ENSG00000025800.9 chr1 32573639 KPNA6
ENSG00000084652.11 chr1 32645287 TXLNA
ENSG00000160050.10 chr1 32665987 CCDC28B
ENSG00000160051.7 chr1 32671262 IQCC
ENSG00000160055.15 chr1 32681798 TMEM234
ENSG00000084623.7 chr1 32687971 EIF3I
ENSG00000116478.7 chr1 32757687 HDAC1
ENSG00000175130.6 chr1 32799433 MARCKSL1
ENSG00000160058.14 chr1 32830704 BSDC1
ENSG00000162521.14 chr1 33116749 RBBP4
ENSG00000162520.10 chr1 33145961 SYNC
ENSG00000134684.6 chr1 33240840 YARS
ENSG00000116497.13 chr1 33283156 S100PBP
ENSG00000176261.11 chr1 33086421 ZBTB8OS
ENSG00000116514.12 chr1 33402046 RNF19B
ENSG00000004455.12 chr1 33473585 AK2
ENSG00000160094.10 chr1 33722174 ZNF362
ENSG00000134686.12 chr1 33789227 PHC2
ENSG00000163866.8 chr1 35318270 SMIM12
ENSG00000163867.12 chr1 35452581 ZMYM6
ENSG00000197056.5 chr1 35544968 ZMYM1
ENSG00000158109.10 chr1 3541566 TPRG1L
ENSG00000116213.11 chr1 3547331 WRAP73
ENSG00000116560.6 chr1 35648533 SFPQ
ENSG00000146463.7 chr1 35734568 ZMYM4
ENSG00000020129.11 chr1 36023409 NCDN
ENSG00000126067.7 chr1 36067185 PSMB2
ENSG00000134698.10 chr1 36273773 AGO4
ENSG00000092847.6 chr1 36348810 AGO1
ENSG00000142686.7 chr1 36179476 C1orf216
ENSG00000126070.14 chr1 36396679 AGO3
ENSG00000092850.7 chr1 36549676 TEKT2
ENSG00000116863.10 chr1 36554476 ADPRHL2
ENSG00000116871.11 chr1 36621803 MAP7D1
ENSG00000054118.9 chr1 36690017 THRAP3
ENSG00000171812.6 chr1 36560837 COL8A2
ENSG00000054116.7 chr1 36602173 TRAPPC3
ENSG00000116898.7 chr1 36921319 MRPS15
ENSG00000142694.6 chr1 36787632 EVA1B
ENSG00000196182.6 chr1 36805225 STK40
ENSG00000181817.5 chr1 36859031 LSM10
ENSG00000130764.5 chr1 3696784 LRRC47
ENSG00000119535.13 chr1 36931644 CSF3R
ENSG00000163874.8 chr1 37940153 ZC3H12A
ENSG00000163875.11 chr1 37958176 MEAF6
ENSG00000134697.7 chr1 38032417 GNL2
ENSG00000169598.11 chr1 3773845 DFFB
ENSG00000198912.6 chr1 3805689 C1orf174
ENSG00000163877.9 chr1 38000050 SNIP1
ENSG00000197982.11 chr1 38273419 C1orf122
ENSG00000116922.9 chr1 38147242 C1orf109
ENSG00000183317.12 chr1 38225944 EPHA10
ENSG00000183520.7 chr1 38478414 UTP11L
ENSG00000196449.3 chr1 38268616 YRDC
ENSG00000188786.9 chr1 38275239 MTF1
ENSG00000204084.8 chr1 38326369 INPP5B
ENSG00000183431.7 chr1 38422647 SF3A3
ENSG00000183386.5 chr1 38462442 FHL3
ENSG00000174574.11 chr1 39456895 AKIRIN1
ENSG00000168653.6 chr1 39491990 NDUFS5
ENSG00000116954.7 chr1 39303870 RRAGC
ENSG00000214114.4 chr1 39328636 MYCBP
ENSG00000158315.6 chr1 39351479 RHBDL2
ENSG00000127603.19 chr1 39549034 MACF1
ENSG00000090621.9 chr1 40026488 PABPC4
ENSG00000084072.12 chr1 40204557 PPIE
ENSG00000043514.11 chr1 40306723 TRIT1
ENSG00000116985.6 chr1 40222854 BMP8B
ENSG00000131236.12 chr1 40505905 CAP1
ENSG00000131238.11 chr1 40538379 PPT1
ENSG00000084073.4 chr1 40723779 ZMPSTE24
ENSG00000084070.7 chr1 40839369 SMAP2
ENSG00000187815.5 chr1 40943302 ZFP69
ENSG00000164002.7 chr1 40974433 EXO5
ENSG00000049089.9 chr1 40766159 COL9A2
ENSG00000117010.11 chr1 40997233 ZNF684
ENSG00000066136.15 chr1 41157381 NFYC
ENSG00000171793.9 chr1 41445007 CTPS1
ENSG00000179862.5 chr1 41326729 CITED4
ENSG00000010803.12 chr1 41492872 SCMH1
ENSG00000127124.9 chr1 41972036 HIVEP3
ENSG00000198815.4 chr1 42642216 FOXJ3
ENSG00000066185.8 chr1 42896000 ZMYND12
ENSG00000127125.7 chr1 42922173 PPCS
ENSG00000171960.6 chr1 43124096 PPIH
ENSG00000065978.13 chr1 43148098 YBX1
ENSG00000117385.11 chr1 43212006 LEPRE1
ENSG00000164008.9 chr1 43232940 C1orf50
ENSG00000177868.7 chr1 43272727 CCDC23
ENSG00000164010.9 chr1 43282802 ERMAP
ENSG00000117394.15 chr1 43391052 SLC2A1
ENSG00000117395.6 chr1 43629855 EBNA1BP2
ENSG00000253313.1 chr1 43747554 C1orf210
ENSG00000159479.12 chr1 43849640 MED8
ENSG00000066322.8 chr1 43829068 ELOVL1
ENSG00000066135.8 chr1 44115829 KDM4A
ENSG00000126091.15 chr1 44173218 ST3GAL3
ENSG00000117408.6 chr1 44412611 IPO13
ENSG00000132768.9 chr1 44435676 DPH2
ENSG00000117410.9 chr1 44440620 ATP6V0B
ENSG00000117411.12 chr1 44444866 B4GALT2
ENSG00000159214.8 chr1 44457280 CCDC24
ENSG00000178028.9 chr1 44679127 DMAP1
ENSG00000117419.10 chr1 44686742 ERI3
ENSG00000187147.13 chr1 44870960 RNF220
ENSG00000200913.1 chr1 45242162 SNORD46
ENSG00000142937.7 chr1 45241245 RPS8
ENSG00000202031.1 chr1 45243515 SNORD38A
ENSG00000126107.10 chr1 45468212 HECTD3
ENSG00000126088.8 chr1 45477819 UROD
ENSG00000070785.12 chr1 45316450 EIF2B3
ENSG00000132773.7 chr1 45805342 TOE1
ENSG00000132763.10 chr1 45965725 MMACHC
ENSG00000117448.9 chr1 46016215 AKR1A1
ENSG00000132781.12 chr1 45794914 MUTYH
ENSG00000070759.12 chr1 45809555 TESK2
ENSG00000132780.12 chr1 46049732 NASP
ENSG00000159592.6 chr1 46092978 GPBP1L1
ENSG00000159596.6 chr1 46152886 TMEM69
ENSG00000197429.6 chr1 46164383 IPP
ENSG00000117450.9 chr1 45976708 PRDX1
ENSG00000086015.15 chr1 46269285 MAST2
ENSG00000085998.9 chr1 46654355 POMGNT1
ENSG00000117481.5 chr1 46805849 NSUN4
ENSG00000117480.11 chr1 46859937 FAAH
ENSG00000132128.12 chr1 46744072 LRRC41
ENSG00000079277.15 chr1 47023090 MKNK1
ENSG00000162456.5 chr1 47013100 KNCN
ENSG00000142961.10 chr1 47073391 MOB3C
ENSG00000123472.8 chr1 47101095 ATPAF1
ENSG00000196581.6 chr1 4714792 AJAP1
ENSG00000162368.9 chr1 47799469 CMPK1
ENSG00000186564.5 chr1 47901689 FOXD2
ENSG00000117834.8 chr1 48688357 SLC5A9
ENSG00000132122.7 chr1 48761044 SPATA6
ENSG00000185104.15 chr1 50905150 FAF1
ENSG00000123080.6 chr1 51435616 CDKN2C
ENSG00000123091.4 chr1 51701943 RNF11
ENSG00000085832.12 chr1 51819935 EPS15
ENSG00000117859.14 chr1 52082547 OSBPL9
ENSG00000078618.15 chr1 52254863 NRD1
ENSG00000134717.13 chr1 52521797 BTF3L4
ENSG00000117862.6 chr1 52485803 TXNDC12
ENSG00000198841.3 chr1 52497775 KTI12
ENSG00000134748.12 chr1 52870236 PRPF38A
ENSG00000154222.10 chr1 52816269 CC2D1B
ENSG00000116157.5 chr1 53068044 GPX7
ENSG00000134744.9 chr1 52888947 ZCCHC11
ENSG00000162378.8 chr1 53192181 ZYG11B
ENSG00000162377.4 chr1 53152508 SELRC1
ENSG00000116171.12 chr1 53392901 SCP2
ENSG00000121310.12 chr1 53361905 ECHDC2
ENSG00000157184.5 chr1 53662101 CPT2
ENSG00000162384.9 chr1 53679771 C1orf123
ENSG00000162385.6 chr1 53692564 MAGOH
ENSG00000157193.10 chr1 53712240 LRP8
ENSG00000081870.7 chr1 54387234 HSPB11
ENSG00000116212.10 chr1 54412026 LRRC42
ENSG00000058804.10 chr1 54231133 NDC1
ENSG00000058799.9 chr1 54317407 YIPF1
ENSG00000116205.6 chr1 54519274 TCEANC2
ENSG00000116221.11 chr1 54665840 MRPL37
ENSG00000116209.7 chr1 54497349 TMEM59
ENSG00000157216.11 chr1 54692593 SSBP3
ENSG00000162390.13 chr1 55013901 ACOT11
ENSG00000243725.2 chr1 55181495 TTC4
ENSG00000162398.7 chr1 55271736 C1orf177
ENSG00000162396.5 chr1 55222571 PARS2
ENSG00000162402.8 chr1 55532032 USP24
ENSG00000162407.8 chr1 56960419 PPAP2B
ENSG00000184292.5 chr1 59041099 TACSTD2
ENSG00000162600.7 chr1 58946391 OMA1
ENSG00000177606.5 chr1 59246465 JUN
ENSG00000131697.13 chr1 5922878 NPHP4
ENSG00000172456.12 chr1 59762653 FGGY
ENSG00000069424.10 chr1 6086380 KCNAB2
ENSG00000162599.11 chr1 61547980 NFIA
ENSG00000162604.8 chr1 62146721 TM2D1
ENSG00000240563.1 chr1 62660503 L1TD1
ENSG00000116251.5 chr1 6245080 RPL22
ENSG00000162607.8 chr1 62902326 USP1
ENSG00000116237.11 chr1 6281253 ICMT
ENSG00000116641.11 chr1 62920569 DOCK7
ENSG00000125703.10 chr1 63249806 ATG4C
ENSG00000158292.6 chr1 6307406 GPR153
ENSG00000097021.14 chr1 6324333 ACOT7
ENSG00000088035.11 chr1 63833261 ALG6
ENSG00000203965.8 chr1 63989061 EFCAB7
ENSG00000079739.11 chr1 64058947 PGM1
ENSG00000142856.12 chr1 63906444 ITGB3BP
ENSG00000162437.10 chr1 65210778 RAVER2
ENSG00000162434.7 chr1 65298912 JAK1
ENSG00000162433.10 chr1 65613232 AK4
ENSG00000213625.4 chr1 65886270 LEPROT
ENSG00000204859.7 chr1 6640108 ZBTB48
ENSG00000116678.14 chr1 65886335 LEPR
ENSG00000116273.5 chr1 6673745 PHF13
ENSG00000007923.11 chr1 6694228 DNAJC11
ENSG00000162413.12 chr1 6650784 KLHL21
ENSG00000184588.13 chr1 66258864 PDE4B
ENSG00000198160.10 chr1 67390578 MIER1
ENSG00000172410.4 chr1 67263424 INSL5
ENSG00000142864.10 chr1 67873493 SERBP1
ENSG00000116717.7 chr1 68150744 GADD45A
ENSG00000116729.9 chr1 68564156 WLS
ENSG00000116754.9 chr1 70671365 SRSF11
ENSG00000118454.8 chr1 70726271 ANKRD13C
ENSG00000197568.9 chr1 70820495 HHLA3
ENSG00000066557.5 chr1 70610488 LRRC40
ENSG00000132485.8 chr1 71529020 ZRANB2
ENSG00000116791.9 chr1 75171170 CRYZ
ENSG00000162623.10 chr1 75198840 TYW3
ENSG00000117054.9 chr1 76190036 ACADM
ENSG00000137955.11 chr1 76251886 RABGGTB
ENSG00000184005.9 chr1 76540404 ST6GALNAC3
ENSG00000142892.10 chr1 77554675 PIGK
ENSG00000049245.8 chr1 7831329 VAMP3
ENSG00000036549.8 chr1 78030185 ZZZ3
ENSG00000180488.10 chr1 78245309 FAM73A
ENSG00000077254.10 chr1 78161676 USP33
ENSG00000162614.13 chr1 78354313 NEXN
ENSG00000162616.8 chr1 78470538 DNAJB4
ENSG00000049246.10 chr1 7844763 PER3
ENSG00000049247.9 chr1 7907682 UTS2
ENSG00000162613.12 chr1 78414090 FUBP1
ENSG00000122420.5 chr1 78956757 PTGFR
ENSG00000137959.10 chr1 79086088 IFI44L
ENSG00000137965.6 chr1 79115516 IFI44
ENSG00000116288.8 chr1 8021723 PARK7
ENSG00000049249.4 chr1 7979907 TNFRSF9
ENSG00000142599.13 chr1 8414153 RERE
ENSG00000142875.15 chr1 84543745 PRKACB
ENSG00000117133.6 chr1 84944950 RPF1
ENSG00000174021.6 chr1 84964008 GNG5
ENSG00000117151.7 chr1 85018807 CTBS
ENSG00000171517.5 chr1 85279087 LPAR3
ENSG00000153898.8 chr1 85391268 MCOLN2
ENSG00000162642.9 chr1 85717651 C1orf52
ENSG00000142867.8 chr1 85731931 BCL10
ENSG00000117174.6 chr1 86115106 ZNHIT6
ENSG00000122417.11 chr1 86814344 ODF2L
ENSG00000097033.10 chr1 87170259 SH3GLB1
ENSG00000188976.6 chr1 879584 NOC2L
ENSG00000183291.11 chr1 87328132 RP4-604K5.1
ENSG00000143013.8 chr1 87794151 LMO4
ENSG00000065243.14 chr1 89149905 PKN2
ENSG00000137947.7 chr1 89318615 GTF2B
ENSG00000137944.12 chr1 89401499 CCBL2
ENSG00000074800.9 chr1 8921061 ENO1
ENSG00000213516.5 chr1 89445139 RBMXL1
ENSG00000117228.9 chr1 89518002 GBP1
ENSG00000162654.8 chr1 89646831 GBP4
ENSG00000117226.7 chr1 89472349 GBP3
ENSG00000154451.10 chr1 89724638 GBP5
ENSG00000162645.8 chr1 89573683 GBP2
ENSG00000171488.10 chr1 90098631 LRRC8C
ENSG00000187583.5 chr1 901877 PLEKHN1
ENSG00000171492.10 chr1 90287480 LRRC8D
ENSG00000142583.13 chr1 9095166 SLC2A5
ENSG00000162664.11 chr1 90460674 ZNF326
ENSG00000122482.16 chr1 91381742 ZNF644
ENSG00000097046.8 chr1 91966450 CDC7
ENSG00000069702.6 chr1 92145902 TGFBR3
ENSG00000188290.6 chr1 934342 HES4
ENSG00000049239.8 chr1 9294834 H6PD
ENSG00000122484.7 chr1 92764522 RPAP2
ENSG00000174842.12 chr1 92711959 GLMN
ENSG00000067208.10 chr1 92974253 EVI5
ENSG00000122406.8 chr1 93297582 RPL5
ENSG00000154511.7 chr1 93307724 FAM69A
ENSG00000143033.13 chr1 93544795 MTF2
ENSG00000122483.13 chr1 93645920 CCDC18
ENSG00000117505.7 chr1 93811445 DR1
ENSG00000117500.8 chr1 93615299 TMED5
ENSG00000187608.5 chr1 948803 ISG15
ENSG00000067334.9 chr1 94333373 DNTTIP2
ENSG00000023909.5 chr1 94350761 GCLM
ENSG00000117528.7 chr1 94884011 ABCD3
ENSG00000172339.8 chr1 95448297 ALG14
ENSG00000122481.12 chr1 95699711 RWDD3
ENSG00000117569.13 chr1 97187339 PTBP2
ENSG00000171608.11 chr1 9711803 PIK3CD
ENSG00000188157.9 chr1 955503 AGRN
ENSG00000188641.8 chr1 97543299 DPYD
ENSG00000171603.12 chr1 9789084 CLSTN1
ENSG00000162627.12 chr1 99127257 SNX7
ENSG00000178585.10 chr1 9908334 CTNNBIP1
ENSG00000173614.9 chr1 10003486 NMNAT1
ENSG00000162441.7 chr1 9989778 LZIC
ENSG00000099260.6 chr1 100111499 PALMD
ENSG00000156869.8 chr1 100174259 FRRS1
ENSG00000162444.11 chr1 10057274 RBP7
ENSG00000135945.5 chr2 100016938 REV1
ENSG00000144218.13 chr2 100163718 AFF3
ENSG00000115539.9 chr2 101179152 PDCL3
ENSG00000134317.13 chr2 10091827 GRHL1
ENSG00000071082.6 chr2 101618177 RPL31
ENSG00000158435.3 chr2 101869264 CNOT11
ENSG00000071054.11 chr2 102314543 MAP4K4
ENSG00000212283.1 chr2 101889398 SNORD89
ENSG00000163162.4 chr2 101892553 RNF149
ENSG00000180251.4 chr2 103089762 SLC9A4
ENSG00000115756.8 chr2 10443033 HPCAL1
ENSG00000135972.4 chr2 105654441 MRPS9
ENSG00000135966.8 chr2 105883542 TGFBRAP1
ENSG00000135974.5 chr2 105953989 C2orf49
ENSG00000115758.8 chr2 10580094 ODC1
ENSG00000071051.9 chr2 106361354 NCK2
ENSG00000115761.11 chr2 10711781 NOL10
ENSG00000115652.10 chr2 106709759 UXS1
ENSG00000169756.12 chr2 109204767 LIMS1
ENSG00000153201.11 chr2 109335937 RANBP2
ENSG00000143870.8 chr2 10923517 PDIA6
ENSG00000198142.3 chr2 110371911 SOWAHC
ENSG00000186522.10 chr2 110300559 SEPT10
ENSG00000153094.17 chr2 111878506 BCL2L11
ENSG00000162976.8 chr2 11295498 PQLC3
ENSG00000153208.12 chr2 112656185 MERTK
ENSG00000153107.7 chr2 112525217 ANAPC1
ENSG00000153214.5 chr2 112812800 TMEM87B
ENSG00000144161.7 chr2 112973442 ZC3H8
ENSG00000114999.6 chr2 113239731 TTL
ENSG00000125611.11 chr2 113342018 CHCHD5
ENSG00000144136.6 chr2 113403434 SLC20A1
ENSG00000134318.9 chr2 11319887 ROCK2
ENSG00000125538.7 chr2 113587328 IL1B
ENSG00000136689.14 chr2 113885138 IL1RN
ENSG00000125637.10 chr2 113931548 PSD4
ENSG00000125618.12 chr2 113973574 PAX8
ENSG00000240356.2 chr2 114368079 RPL23AP7
ENSG00000144134.14 chr2 114384821 RABL2A
ENSG00000146556.10 chr2 114341664 WASH2P
ENSG00000115091.7 chr2 114647537 ACTR3
ENSG00000115084.8 chr2 114470369 SLC35F5
ENSG00000169016.12 chr2 11584501 E2F6
ENSG00000196208.9 chr2 11674242 GREB1
ENSG00000088205.8 chr2 118572226 DDX18
ENSG00000125629.10 chr2 118846050 INSIG2
ENSG00000125633.6 chr2 118673054 CCDC93
ENSG00000134324.7 chr2 11886714 LPIN1
ENSG00000019169.9 chr2 119699742 MARCO
ENSG00000115107.15 chr2 119981407 STEAP3
ENSG00000155368.12 chr2 120124553 DBI
ENSG00000186132.10 chr2 120060020 C2orf76
ENSG00000144120.8 chr2 120436746 TMEM177
ENSG00000088179.4 chr2 120517207 PTPN4
ENSG00000115109.9 chr2 120770581 EPB41L5
ENSG00000144118.9 chr2 121010334 RALB
ENSG00000163083.5 chr2 121103719 INHBB
ENSG00000074054.13 chr2 122095354 CLASP1
ENSG00000155438.7 chr2 122484521 MKI67IP
ENSG00000211460.7 chr2 122513109 TSN
ENSG00000264229.1 chr2 122288457 RNU4ATAC
ENSG00000136732.10 chr2 127413760 GYPC
ENSG00000136717.10 chr2 127805603 BIN1
ENSG00000163166.9 chr2 128238382 IWS1
ENSG00000163161.8 chr2 128014866 ERCC3
ENSG00000173349.4 chr2 128458597 SFT2D3
ENSG00000144231.6 chr2 128603840 POLR2D
ENSG00000136715.13 chr2 128698792 SAP130
